phage	coverage
uvig_363717	0.276687
uvig_168742	0.162771
uvig_168747	0.156409
uvig_194334	0.190084
uvig_210084	0.110785
uvig_485701	0.197231
uvig_231503	0.204494
uvig_231504	0.30113
uvig_77334	0.365884
uvig_231506	0.321469
ivig_742	0.349628
uvig_112752	0.19051
uvig_112756	0.142534
uvig_366955	0.358085
uvig_4641	0.154588
uvig_4644	0.12775
uvig_332075	0.148344
uvig_84320	0.265231
uvig_332078	0.187534
uvig_313470	0.100497
uvig_454063	0.17122
ivig_3450	0.184286
uvig_454065	0.445657
ivig_3452	0.178232
uvig_591876	0.152432
uvig_454068	0.390774
uvig_67115	0.152997
uvig_67116	0.248866
uvig_67117	0.160733
uvig_67118	0.167647
uvig_67119	0.152626
uvig_398294	0.49279
uvig_87564	0.720371
uvig_11129	0.169022
uvig_418252	0.281218
uvig_363722	0.168597
uvig_478727	0.245906
uvig_168750	0.157301
uvig_244974	0.105942
uvig_244976	0.106153
uvig_194340	0.173989
uvig_579291	0.114333
uvig_194344	0.157705
uvig_325096	0.246546
uvig_77345	0.24953
uvig_112761	0.223088
uvig_112763	0.217034
ivig_758	0.238312
uvig_306495	0.209171
uvig_327914	0.259776
uvig_112768	0.297835
uvig_329304	0.128983
uvig_329305	0.385448
uvig_468505	0.123213
uvig_447089	0.147322
uvig_197584	0.114234
uvig_84337	0.315222
uvig_373956	0.5225
uvig_67123	0.340633
uvig_7890	0.402501
uvig_217543	0.107865
uvig_593279	0.10113
uvig_243130	0.12327
uvig_380940	0.160845
uvig_87574	0.170443
uvig_380943	0.298252
uvig_87575	0.11976
uvig_243134	0.150015
uvig_380944	0.446458
uvig_243136	0.165286
uvig_380948	0.1115
uvig_576066	0.438492
uvig_382338	0.138967
uvig_11139	0.165555
uvig_339534	0.126643
uvig_339537	0.161323
uvig_339539	0.278358
uvig_250121	0.231292
uvig_400904	0.206891
uvig_94566	0.124183
uvig_94567	0.232515
uvig_244984	0.247836
uvig_168766	0.10585
uvig_205933	0.258828
uvig_12980	0.209496
uvig_194351	0.200571
uvig_207325	0.790832
uvig_372112	0.772699
uvig_487116	0.135152
ivig_767	0.337002
uvig_327922	0.253475
uvig_447093	0.143703
uvig_251978	0.139645
uvig_447095	0.210357
uvig_327929	0.110769
uvig_447096	0.144282
uvig_586294	0.111251
uvig_468516	0.208029
uvig_197590	0.348007
uvig_468519	0.213639
uvig_21365	0.279117
uvig_492714	0.125601
uvig_84344	0.332187
uvig_373966	0.11026
uvig_593280	0.104179
uvig_567699	0.104531
uvig_299139	0.123359
uvig_495951	0.243978
uvig_356755	0.126755
uvig_243142	0.191342
uvig_243144	0.116475
uvig_435487	0.165064
uvig_380954	0.252108
uvig_382342	0.264998
uvig_11140	0.252459
uvig_461074	0.128047
uvig_461075	0.11686
uvig_478746	0.247758
uvig_363744	0.146487
uvig_400915	0.146893
uvig_250135	0.113393
uvig_402307	0.199277
uvig_485734	0.10688
uvig_231536	0.236848
uvig_487123	0.170799
uvig_35806	0.239148
ivig_775	0.158452
uvig_251980	0.292487
uvig_112787	0.161622
uvig_329325	0.164761
uvig_468522	0.1011
uvig_468527	0.263318
uvig_21374	0.266212
uvig_6068	0.121741
uvig_468529	0.107633
uvig_6069	0.164007
uvig_234774	0.107127
uvig_373971	0.208841
uvig_299140	0.269569
uvig_260364	0.255408
uvig_67144	0.12736
uvig_593297	0.135162
uvig_435491	0.100468
uvig_495961	0.113434
uvig_356765	0.234885
uvig_495963	0.139149
uvig_380961	0.23727
uvig_241766	0.117506
uvig_435496	0.103211
uvig_243158	0.239645
uvig_534525	0.119396
uvig_418286	0.175446
uvig_418287	0.641853
uvig_520096	0.157388
uvig_541517	0.611516
uvig_485740	0.153833
uvig_485743	0.124031
uvig_485747	0.305678
uvig_112790	0.145549
uvig_61400	0.681604
ivig_786	0.178099
uvig_366991	0.108013
uvig_327941	0.567637
uvig_372139	0.350078
uvig_4680	0.218856
uvig_177167	0.227602
uvig_6072	0.130815
uvig_468537	0.188404
uvig_494120	0.101571
uvig_494121	0.157345
uvig_234784	0.181881
uvig_494128	0.21371
uvig_299150	0.147635
uvig_299152	0.378225
uvig_336329	0.129819
uvig_102574	0.113479
uvig_241772	0.246253
uvig_217579	0.441273
uvig_380970	0.296598
uvig_508947	0.147294
uvig_458311	0.302124
uvig_380975	0.176907
uvig_11160	0.235621
uvig_382367	0.123462
uvig_458319	0.121132
uvig_478764	0.336406
uvig_557494	0.184124
uvig_517328	0.116961
uvig_517329	0.576549
uvig_250159	0.127519
uvig_541526	0.145836
uvig_152825	0.104728
uvig_152826	0.449119
uvig_522920	0.262904
uvig_522927	0.109798
ivig_797	0.148268
uvig_524318	0.377747
uvig_177173	0.267664
uvig_214342	0.210759
uvig_274814	0.386159
uvig_161202	0.214836
uvig_214349	0.144152
uvig_161205	0.147721
uvig_44202	0.579269
uvig_161209	0.14864
uvig_257600	0.193897
uvig_118406	0.104696
uvig_142600	0.141178
uvig_257602	0.111145
uvig_299164	0.116678
uvig_299165	0.244886
uvig_118409	0.187448
uvig_121187	0.180216
uvig_475531	0.189141
uvig_142606	0.110937
uvig_67161	0.181632
uvig_67165	0.27783
uvig_281809	0.103444
uvig_495982	0.273455
uvig_380984	0.844984
uvig_382372	0.226484
uvig_458323	0.206214
uvig_11176	0.306898
uvig_478772	0.486016
uvig_515940	0.143739
uvig_250166	0.237906
uvig_517337	0.108635
uvig_207364	0.19404
uvig_98813	0.150047
uvig_61424	0.119698
uvig_135621	0.183022
uvig_177185	0.143738
uvig_135625	0.20803
uvig_214352	0.339094
uvig_177187	0.199253
uvig_505720	0.195308
uvig_492750	0.104274
uvig_274828	0.100575
uvig_44210	0.288261
uvig_492755	0.293735
uvig_161218	0.314548
uvig_531313	0.32567
uvig_118415	0.107332
uvig_299172	0.13007
uvig_118417	0.299158
uvig_260390	0.151963
uvig_449956	0.201787
uvig_118418	0.134987
uvig_412561	0.119985
uvig_281812	0.538518
uvig_283200	0.185927
uvig_283201	0.213976
uvig_27000	0.193996
uvig_281815	0.229723
uvig_412567	0.129076
uvig_27001	0.161081
uvig_27003	0.215952
uvig_512716	0.243469
uvig_512719	0.336143
uvig_27009	0.145592
uvig_380991	0.105606
uvig_241796	0.225717
uvig_241797	0.318453
uvig_380995	0.157695
uvig_597532	0.107063
uvig_380999	0.257339
uvig_597534	0.149577
uvig_597539	0.171413
uvig_365176	0.303975
uvig_35842	0.121445
uvig_524330	0.144214
uvig_35846	0.150936
uvig_135631	0.102669
uvig_61437	0.147928
uvig_214363	0.472561
uvig_505730	0.148515
uvig_161222	0.316005
uvig_505733	0.215933
uvig_118420	0.103031
uvig_118422	0.20903
uvig_44226	0.867293
uvig_257623	0.141614
uvig_396820	0.183972
uvig_142624	0.110253
uvig_257628	0.340303
uvig_27011	0.65096
uvig_27015	0.131882
uvig_27016	0.166591
uvig_27018	0.480022
uvig_51218	0.183113
uvig_379612	0.157806
uvig_379613	0.348545
uvig_534560	0.264836
uvig_243197	0.163905
uvig_379618	0.351563
uvig_11192	0.115089
uvig_264618	0.125173
uvig_597544	0.32447
uvig_151009	0.164224
uvig_108204	0.175143
uvig_363793	0.340298
uvig_363799	0.154174
uvig_132405	0.21522
uvig_515969	0.268346
uvig_541551	0.140204
uvig_541552	0.252243
uvig_541553	0.133272
uvig_402358	0.326845
uvig_541556	0.515262
uvig_541559	0.254255
uvig_152854	0.142099
uvig_485786	0.812003
uvig_61442	0.11582
uvig_329375	0.163723
uvig_135649	0.154281
uvig_507133	0.262078
uvig_161239	0.316389
uvig_531331	0.125977
uvig_44236	0.196373
uvig_142631	0.17143
uvig_118438	0.134944
uvig_142633	0.106128
uvig_336362	0.288224
uvig_142635	0.121721
uvig_475563	0.653914
uvig_412586	0.135302
uvig_475565	0.216687
uvig_379624	0.454436
uvig_597553	0.128423
uvig_151014	0.151802
uvig_34010	0.290649
uvig_521113	0.110803
uvig_34018	0.255678
uvig_365190	0.401372
uvig_365191	0.329293
uvig_521118	0.132861
uvig_521119	0.18191
uvig_515975	0.171059
uvig_515976	0.206527
uvig_365195	0.161398
uvig_517364	0.25249
uvig_402365	0.195908
uvig_541564	0.138054
uvig_152863	0.15068
uvig_115200	0.169055
uvig_207399	0.117802
uvig_228817	0.125443
uvig_228818	0.109864
uvig_487183	0.106012
uvig_393601	0.139161
uvig_22403	0.182555
uvig_61458	0.274133
uvig_135657	0.21252
uvig_327999	0.260459
uvig_274855	0.305775
uvig_353583	0.375574
uvig_42855	0.231472
uvig_42856	0.107631
uvig_492788	0.123026
uvig_531348	0.201073
uvig_118448	0.106558
uvig_142643	0.127943
uvig_142644	0.26797
uvig_336373	0.11017
uvig_281844	0.116693
uvig_25644	0.12193
uvig_144038	0.33014
uvig_508991	0.138534
uvig_508999	0.235161
uvig_301800	0.110042
uvig_458365	0.173336
uvig_597563	0.111648
uvig_266026	0.342615
uvig_290220	0.182443
uvig_32636	0.253939
uvig_34028	0.129779
uvig_400980	0.405262
uvig_400981	0.106391
uvig_132422	0.566054
uvig_400983	0.162243
uvig_517374	0.20918
uvig_400989	0.29688
uvig_271625	0.291518
uvig_271626	0.11655
uvig_271629	0.373254
uvig_228822	0.229409
uvig_152877	0.199803
uvig_522979	0.132462
uvig_22414	0.10899
uvig_135666	0.106516
uvig_161255	0.100122
uvig_494182	0.120548
uvig_42865	0.376957
uvig_42866	0.186553
uvig_449990	0.551126
uvig_531356	0.154221
uvig_118458	0.251943
uvig_144041	0.110912
uvig_281852	0.102822
uvig_25654	0.157541
uvig_283248	0.204756
uvig_25659	0.583047
uvig_266031	0.228897
uvig_151030	0.234978
uvig_264646	0.140047
uvig_379649	0.321996
uvig_32646	0.114077
uvig_521131	0.476613
uvig_34038	0.351924
uvig_20	0.173111
uvig_247435	0.630678
uvig_247436	0.129432
uvig_247437	0.11091
uvig_388021	0.117759
uvig_400997	0.332101
uvig_247439	0.139197
uvig_538804	0.17661
uvig_15433	0.190314
uvig_386637	0.197489
uvig_517389	0.512161
uvig_541586	0.123035
uvig_228834	0.51812
uvig_152885	0.112255
uvig_35884	0.100069
uvig_35887	0.386114
uvig_61470	0.220843
uvig_22420	0.439361
uvig_61473	0.135248
uvig_237215	0.362586
uvig_42874	0.320523
uvig_507166	0.113085
uvig_494194	0.139011
uvig_118460	0.115813
uvig_494198	0.333544
uvig_27050	0.209982
uvig_27052	0.47914
uvig_27055	0.143497
uvig_512767	0.170551
uvig_283259	0.132385
uvig_27057	0.138947
uvig_512768	0.118101
uvig_320428	0.231772
uvig_319188	0.191023
uvig_597582	0.116737
uvig_416828	0.104818
uvig_290241	0.217874
uvig_290242	0.14137
uvig_290245	0.118807
uvig_108243	0.126719
uvig_108246	0.375922
uvig_108247	0.101485
uvig_132441	0.166805
uvig_132442	0.18209
uvig_34	0.363999
uvig_541590	0.132495
uvig_538816	0.111812
uvig_538817	0.186607
uvig_310203	0.179193
uvig_310204	0.138588
uvig_310206	0.305964
uvig_254433	0.464697
uvig_254434	0.140088
uvig_254435	0.140475
uvig_369438	0.100513
uvig_98877	0.115358
uvig_254437	0.238398
uvig_135680	0.156856
uvig_524388	0.15961
uvig_524389	0.809689
uvig_82903	0.101758
uvig_430806	0.173847
uvig_82909	0.172548
uvig_274888	0.367658
uvig_507172	0.202435
uvig_18689	0.169588
uvig_283260	0.127827
uvig_281874	0.284371
uvig_283262	0.116461
uvig_144066	0.33547
uvig_283264	0.152674
uvig_283266	0.105796
uvig_514162	0.197715
uvig_51260	0.131449
uvig_266052	0.613926
uvig_151051	0.110211
uvig_266055	0.275903
uvig_108250	0.272882
uvig_303229	0.336039
uvig_40	0.264325
uvig_132451	0.189263
uvig_45	0.115719
uvig_192923	0.110418
uvig_538822	0.175254
uvig_192926	0.368103
uvig_15452	0.174254
uvig_423823	0.545326
uvig_423824	0.163193
uvig_15459	0.283731
uvig_310216	0.107358
uvig_564418	0.272098
uvig_98882	0.289364
uvig_254441	0.475706
uvig_590004	0.121407
uvig_175719	0.183788
uvig_524397	0.230591
uvig_18690	0.102817
uvig_274893	0.104708
uvig_18692	0.338493
uvig_505790	0.364612
uvig_18693	0.103369
uvig_297701	0.174736
uvig_182701	0.159804
uvig_376434	0.215785
uvig_182706	0.278241
uvig_182708	0.375499
uvig_139900	0.125999
uvig_257682	0.117995
uvig_65709	0.195279
uvig_144070	0.127566
uvig_144075	0.257589
uvig_105024	0.130987
uvig_144078	0.179728
uvig_144079	0.198558
uvig_512784	0.546195
uvig_498422	0.11351
uvig_514173	0.259976
uvig_379671	0.25162
uvig_379676	0.295293
uvig_264676	0.102136
uvig_403	0.157698
uvig_404	0.288753
uvig_290265	0.162374
uvig_303238	0.131837
uvig_50	0.157702
uvig_106878	0.654125
uvig_108267	0.127857
uvig_192931	0.173599
uvig_108268	0.177862
uvig_59	0.236096
uvig_192939	0.14954
uvig_15464	0.141301
uvig_310221	0.308152
uvig_271668	0.245424
uvig_15467	0.220341
uvig_75938	0.199177
uvig_273058	0.12495
uvig_564425	0.192865
uvig_310228	0.227083
uvig_175721	0.240917
uvig_175725	0.194147
uvig_175727	0.105838
uvig_175729	0.3183
uvig_395040	0.106645
uvig_408019	0.35423
uvig_297710	0.496796
uvig_158516	0.120851
uvig_571418	0.328543
uvig_531390	0.50418
uvig_165502	0.236036
uvig_25692	0.129992
uvig_27085	0.15422
uvig_498434	0.151899
uvig_320455	0.414336
uvig_48507	0.150376
uvig_51285	0.282191
uvig_379682	0.120284
uvig_125485	0.931156
uvig_151072	0.480919
uvig_151075	0.157787
uvig_151078	0.116461
uvig_108270	0.158118
uvig_581642	0.182805
uvig_108276	0.457521
uvig_192942	0.154228
uvig_108279	0.172942
uvig_192945	0.218126
uvig_75944	0.103525
uvig_425233	0.239146
uvig_75946	0.138585
uvig_564438	0.245381
uvig_254461	0.645814
uvig_406635	0.122642
uvig_58737	0.138702
uvig_158522	0.116633
uvig_280059	0.194194
uvig_571424	0.16977
uvig_158524	0.215227
uvig_297721	0.343396
uvig_297722	0.160555
uvig_182723	0.129226
uvig_65722	0.104721
uvig_144090	0.138404
uvig_554215	0.125438
uvig_91312	0.176832
uvig_144097	0.136933
uvig_498442	0.155652
uvig_27094	0.456572
uvig_320462	0.15037
uvig_191101	0.21208
uvig_48515	0.252392
uvig_498447	0.360235
uvig_72711	0.100372
uvig_72716	0.128735
uvig_191109	0.207896
uvig_422005	0.418129
uvig_561203	0.108757
uvig_422008	0.242803
uvig_148304	0.155882
uvig_29913	0.235284
uvig_151085	0.109051
uvig_32693	0.174302
uvig_148309	0.39628
uvig_106890	0.216381
uvig_442452	0.325914
uvig_290285	0.149302
uvig_106895	0.740795
uvig_1414	0.124668
uvig_129701	0.261364
uvig_132481	0.348254
uvig_192952	0.161424
uvig_132483	0.114384
uvig_192954	0.260255
uvig_310240	0.224469
uvig_273077	0.232103
uvig_41077	0.154563
uvig_175745	0.354332
uvig_58741	0.154952
uvig_395060	0.391712
uvig_547235	0.563682
uvig_280069	0.312432
uvig_237266	0.239572
uvig_184125	0.22918
uvig_552830	0.11833
uvig_552833	0.308
uvig_184129	0.335825
uvig_300022	0.130011
uvig_139934	0.300961
uvig_554224	0.139881
uvig_415028	0.105585
uvig_300027	0.257353
uvig_359257	0.136419
uvig_191111	0.10671
uvig_74111	0.114929
uvig_72725	0.285815
uvig_422014	0.193278
uvig_422015	0.352244
uvig_74116	0.153929
uvig_561214	0.264474
uvig_151091	0.138765
uvig_74119	0.408271
uvig_151093	0.25825
uvig_148318	0.220702
uvig_544001	0.401855
uvig_81	0.20896
uvig_132492	0.170549
uvig_388080	0.213141
uvig_86	0.186462
uvig_268914	0.147411
uvig_129718	0.128968
uvig_538862	0.236472
uvig_87	0.345968
uvig_155301	0.28709
uvig_155302	0.502364
uvig_75962	0.460139
uvig_81107	0.256668
uvig_75964	0.191456
uvig_155306	0.264166
uvig_271698	0.99345
uvig_564451	0.238924
uvig_228892	0.119882
uvig_228895	0.267538
uvig_564459	0.297615
uvig_175752	0.205157
uvig_369486	0.124697
uvig_175758	0.143668
uvig_58753	0.226487
uvig_393686	0.203014
uvig_280072	0.24704
uvig_22484	0.187985
uvig_432243	0.436135
uvig_432245	0.147565
uvig_237271	0.106193
uvig_376470	0.148878
uvig_297749	0.670154
uvig_415032	0.184635
uvig_139946	0.215734
uvig_139949	0.4034
uvig_359260	0.225342
uvig_317700	0.153501
uvig_535630	0.114419
uvig_72731	0.100437
uvig_456909	0.173153
uvig_72734	0.103485
uvig_74122	0.230058
uvig_537027	0.122957
uvig_72737	0.371235
uvig_148322	0.104464
uvig_148324	0.300682
uvig_287522	0.124011
uvig_148329	0.307583
uvig_442478	0.326978
uvig_1435	0.190254
uvig_1437	0.35819
uvig_1439	0.12038
uvig_538870	0.14463
uvig_192976	0.426179
uvig_538875	0.384809
uvig_75972	0.413645
uvig_75974	0.296886
uvig_273095	0.193312
uvig_538879	0.341504
uvig_423877	0.100176
uvig_273096	0.516669
uvig_294513	0.251146
uvig_75978	0.170796
uvig_564465	0.136702
uvig_62514	0.287103
uvig_62516	0.171618
uvig_547252	0.552973
uvig_547253	0.302441
uvig_430865	0.134312
uvig_545868	0.515002
uvig_571451	0.137354
uvig_571457	0.29198
uvig_237286	0.107121
uvig_184141	0.273033
uvig_413650	0.869869
uvig_184143	0.440023
uvig_415046	0.167339
uvig_360518	0.161017
uvig_165542	0.149027
uvig_165546	0.187582
uvig_165548	0.116932
uvig_456917	0.340892
uvig_48549	0.173709
uvig_482501	0.274539
uvig_74131	0.101127
uvig_72748	0.321043
uvig_148333	0.149227
uvig_303280	0.231172
uvig_451	0.185582
uvig_456	0.117669
uvig_303287	0.239717
uvig_172536	0.232848
uvig_324704	0.143492
uvig_442489	0.226996
uvig_192981	0.119013
uvig_129736	0.11149
uvig_75981	0.152029
uvig_425279	0.249703
uvig_138111	0.15668
uvig_277311	0.102369
uvig_408068	0.102859
uvig_297761	0.168721
uvig_334933	0.416673
uvig_334934	0.12765
uvig_399300	0.331081
uvig_334935	0.119533
uvig_415050	0.123168
uvig_334939	0.200735
uvig_300052	0.139547
uvig_413668	0.263292
uvig_415057	0.159084
uvig_221329	0.27005
uvig_300058	0.176325
uvig_359285	0.12373
uvig_204111	0.295725
uvig_341923	0.120665
uvig_191148	0.276113
uvig_422044	0.102584
uvig_422045	0.177374
uvig_72757	0.11464
uvig_422046	0.338454
uvig_287543	0.192456
uvig_466	0.110717
uvig_1452	0.219446
uvig_326104	0.104822
uvig_81132	0.117912
uvig_129747	0.208818
uvig_538891	0.107127
uvig_310280	0.5399
uvig_538899	0.273737
uvig_331706	0.154345
uvig_470903	0.346573
uvig_408075	0.103203
uvig_19735	0.14594
uvig_545886	0.171831
uvig_277328	0.176536
uvig_145111	0.10825
uvig_297779	0.205451
uvig_528675	0.131404
uvig_182779	0.117902
uvig_413677	0.183196
uvig_28112	0.32407
uvig_415067	0.105818
uvig_284316	0.12267
uvig_28114	0.443056
uvig_91367	0.111217
uvig_204122	0.142425
uvig_341937	0.187849
uvig_482521	0.11701
uvig_343326	0.1727
uvig_72765	0.128586
uvig_191158	0.214231
uvig_191159	0.16598
uvig_561256	0.225651
uvig_172550	0.104405
uvig_148356	0.146465
uvig_172551	0.250531
uvig_211110	0.135585
uvig_463923	0.146078
uvig_211112	0.175756
uvig_326119	0.58859
uvig_463929	0.263434
uvig_465317	0.166981
uvig_81144	0.225847
uvig_350318	0.351928
uvig_38341	0.192663
uvig_36959	0.126901
uvig_448104	0.188918
uvig_62543	0.228542
uvig_406690	0.230541
uvig_175795	0.320159
uvig_406691	0.368409
uvig_175796	0.314751
uvig_198601	0.100573
uvig_406693	0.146285
uvig_430890	0.120888
uvig_198605	0.166422
uvig_568703	0.537877
uvig_314506	0.205658
uvig_453706	0.108228
uvig_592903	0.190187
uvig_592904	0.231345
uvig_334952	0.337727
uvig_8912	0.191695
uvig_182785	0.272273
uvig_413682	0.563347
uvig_8915	0.19988
uvig_552880	0.172045
uvig_413685	0.404255
uvig_284321	0.224615
uvig_399324	0.144328
uvig_552883	0.125164
uvig_413688	0.123148
uvig_552885	0.163453
uvig_28127	0.187954
uvig_165572	0.30176
uvig_165573	0.158622
uvig_204130	0.124636
uvig_204131	0.110691
uvig_48572	0.181773
uvig_202745	0.506765
uvig_191161	0.213695
uvig_202747	0.108012
uvig_456947	0.264713
uvig_191166	0.212916
uvig_191168	0.181462
uvig_287560	0.134997
uvig_146978	0.176161
uvig_486	0.147171
uvig_324733	0.147879
uvig_326121	0.103641
uvig_324736	0.288558
uvig_129762	0.131097
uvig_326129	0.216188
uvig_81155	0.102372
uvig_294554	0.138563
uvig_448110	0.432985
uvig_470920	0.230103
uvig_470921	0.223956
uvig_448114	0.183077
uvig_470925	0.122154
uvig_585929	0.3217
uvig_198610	0.203398
uvig_198616	0.20144
uvig_19754	0.181757
uvig_162345	0.397665
uvig_19759	0.160144
uvig_568715	0.415614
uvig_45345	0.21356
uvig_340103	0.304259
uvig_119548	0.369083
uvig_145131	0.116719
uvig_399331	0.299529
uvig_139992	0.115778
uvig_436502	0.146279
uvig_145139	0.301181
uvig_436504	0.278088
uvig_91380	0.162012
uvig_284339	0.101925
uvig_165583	0.619362
uvig_317751	0.394097
uvig_456952	0.123462
uvig_204142	0.11348
uvig_191172	0.149143
uvig_202759	0.123217
uvig_191179	0.169957
uvig_146982	0.316725
uvig_74175	0.142535
uvig_74176	0.199934
uvig_422078	0.453475
uvig_74177	0.344543
uvig_29986	0.258952
uvig_1480	0.10308
uvig_499	0.125303
uvig_448125	0.283382
uvig_448129	0.349495
uvig_198621	0.154383
uvig_19761	0.206165
uvig_277354	0.155873
uvig_314521	0.237066
uvig_184191	0.119311
uvig_399343	0.107904
uvig_284346	0.217487
uvig_300095	0.563953
uvig_300097	0.167801
uvig_202760	0.116793
uvig_202763	0.11401
uvig_267131	0.372934
uvig_48596	0.231188
uvig_304300	0.114253
uvig_267137	0.121498
uvig_422083	0.136682
uvig_304306	0.138387
uvig_74186	0.122391
uvig_422088	0.11448
uvig_74188	0.136124
uvig_74189	0.107548
uvig_389121	0.778564
uvig_324758	0.169504
uvig_389126	0.151801
uvig_155370	0.498481
uvig_502517	0.183636
uvig_268988	0.245938
uvig_36982	0.17117
uvig_36988	0.252487
uvig_448134	0.259041
uvig_470943	0.232475
uvig_5707	0.321106
uvig_472333	0.123242
uvig_448139	0.223675
uvig_198630	0.701299
uvig_429537	0.150612
uvig_162369	0.452923
uvig_119561	0.65686
uvig_45366	0.219241
uvig_592934	0.111101
uvig_8943	0.288176
uvig_8947	0.15142
uvig_28152	0.101776
uvig_28153	0.143294
uvig_575720	0.223269
uvig_462116	0.109257
uvig_204160	0.124421
uvig_202773	0.215388
uvig_204161	0.439536
uvig_456975	0.364258
uvig_422092	0.221431
uvig_482562	0.178218
uvig_419316	0.120166
uvig_537096	0.112715
uvig_74193	0.372388
uvig_169812	0.126679
uvig_97008	0.169266
uvig_465353	0.172369
uvig_211155	0.175266
uvig_502520	0.11289
uvig_55599	0.298587
uvig_155383	0.11221
uvig_36990	0.428071
uvig_36998	0.138035
uvig_294587	0.252945
uvig_585952	0.105379
uvig_470951	0.148686
uvig_331755	0.122986
uvig_448145	0.630359
uvig_331758	0.790195
uvig_333146	0.2836
uvig_59808	0.112291
uvig_59809	0.375189
uvig_587346	0.119691
uvig_7109	0.113706
uvig_587349	0.189048
uvig_198643	0.262135
uvig_429540	0.506626
uvig_162370	0.385579
uvig_198646	0.103879
uvig_235813	0.106713
uvig_162376	0.137787
uvig_340130	0.216368
uvig_261403	0.124186
uvig_340131	0.311743
ivig_4521	0.150243
uvig_340133	0.133249
uvig_334996	0.376476
uvig_334998	0.119746
uvig_242801	0.120117
uvig_221387	0.130694
uvig_284365	0.321591
uvig_88633	0.221364
uvig_360588	0.11012
uvig_88637	0.167417
uvig_10805	0.16383
uvig_202781	0.224839
uvig_202783	0.116094
uvig_202784	0.141241
uvig_202785	0.213728
uvig_202789	0.113588
uvig_304325	0.191472
uvig_169825	0.840618
uvig_439773	0.281664
uvig_97018	0.100496
uvig_195410	0.294182
uvig_211160	0.207233
uvig_324777	0.311464
uvig_324778	0.152413
uvig_502532	0.146153
uvig_502533	0.263729
uvig_465368	0.390259
uvig_78417	0.184357
uvig_81196	0.3255
uvig_307560	0.112172
uvig_81197	0.221458
uvig_294591	0.104715
uvig_155396	0.105611
uvig_307565	0.176365
uvig_331760	0.174137
uvig_155399	0.164019
uvig_38393	0.183564
uvig_294595	0.115612
uvig_448151	0.622535
uvig_38396	0.218722
uvig_59813	0.213584
uvig_448155	0.357475
uvig_448159	0.898635
uvig_59819	0.193119
uvig_333159	0.162966
uvig_62598	0.198076
uvig_587358	0.60625
uvig_198651	0.173843
uvig_429550	0.162791
uvig_277384	0.302081
uvig_429554	0.638263
uvig_159607	0.258284
uvig_453750	0.139727
uvig_45389	0.164507
uvig_399374	0.18907
uvig_88641	0.156903
uvig_436543	0.22674
uvig_399379	0.120586
uvig_360596	0.206184
uvig_10813	0.104551
uvig_202790	0.875632
uvig_462139	0.110388
uvig_188436	0.238341
uvig_419336	0.101594
uvig_95630	0.200553
uvig_304336	0.207417
uvig_97022	0.159502
uvig_364809	0.119793
uvig_169834	0.179905
uvig_169838	0.141938
uvig_324783	0.16675
uvig_324785	0.163918
uvig_465370	0.103556
uvig_195427	0.385983
uvig_502548	0.125708
uvig_7120	0.187289
uvig_59824	0.327371
uvig_7121	0.339382
uvig_7129	0.148493
uvig_159611	0.487228
uvig_159614	0.488248
uvig_159617	0.202237
uvig_235838	0.172473
uvig_185201	0.186826
uvig_119591	0.125468
uvig_122228	0.271383
uvig_68205	0.421435
uvig_399383	0.117133
uvig_103624	0.116714
uvig_103626	0.108144
uvig_284384	0.120731
uvig_462143	0.182265
uvig_462144	0.318797
uvig_304341	0.162183
uvig_267175	0.157976
uvig_188448	0.522597
uvig_482590	0.250287
uvig_267176	0.148959
uvig_482591	0.106005
uvig_419346	0.17145
uvig_267178	0.582948
uvig_366203	0.127644
uvig_169842	0.179429
uvig_366207	0.107686
uvig_169847	0.146258
uvig_169848	0.505342
uvig_465384	0.163337
uvig_350386	0.227012
uvig_371807	0.343802
uvig_585989	0.194542
uvig_592970	0.21267
uvig_453777	0.248839
uvig_592979	0.131544
uvig_218636	0.187045
uvig_88662	0.314107
uvig_188452	0.149139
uvig_267186	0.130975
uvig_479826	0.21224
uvig_479829	0.230159
uvig_169852	0.187406
uvig_208410	0.364599
uvig_326190	0.291601
uvig_195442	0.102588
uvig_195446	0.152535
uvig_208419	0.309862
uvig_234001	0.634612
uvig_465399	0.140732
uvig_234005	0.623809
uvig_446793	0.232792
uvig_5752	0.137758
uvig_100401	0.275735
uvig_85431	0.131799
uvig_85433	0.288219
uvig_298830	0.155032
uvig_453780	0.246364
uvig_314584	0.185354
uvig_592980	0.15948
uvig_122248	0.528161
uvig_103649	0.187994
uvig_244234	0.215065
uvig_383432	0.164938
uvig_12232	0.115657
uvig_420603	0.112312
uvig_10846	0.151967
uvig_12233	0.279764
uvig_10847	0.857006
uvig_188461	0.215552
uvig_188463	0.198583
uvig_12237	0.220051
uvig_188466	0.155778
uvig_110632	0.824322
uvig_225635	0.251671
uvig_112025	0.542254
uvig_208424	0.155789
uvig_232621	0.202918
uvig_195457	0.122197
uvig_502575	0.169124
uvig_178240	0.111469
uvig_100410	0.243887
uvig_472390	0.243795
uvig_100413	0.399175
uvig_215416	0.252232
uvig_472393	0.394654
uvig_59859	0.710285
uvig_356002	0.105921
uvig_495204	0.156271
uvig_122251	0.743718
uvig_568792	0.124044
uvig_235867	0.161793
uvig_568796	0.290949
uvig_453794	0.255294
uvig_103650	0.134395
uvig_594388	0.222931
uvig_168021	0.142096
uvig_168024	0.32192
