amp.id	length
uvig_139142_13	201
uvig_139142_14	270
uvig_139142_15	141
uvig_139142_16	114
uvig_139142_17	128
uvig_139142_18	198
uvig_139142_19	49
uvig_139142_20	260
uvig_139142_22	227
uvig_139142_23	73
uvig_139142_24	163
uvig_139142_25	192
uvig_139142_26	79
uvig_140214_2	133
uvig_140214_3	189
uvig_140214_4	168
uvig_140214_5	212
uvig_140214_6	59
uvig_140214_7	135
uvig_140214_8	169
uvig_142442_1	141
uvig_142442_2	253
uvig_142442_3	59
uvig_142442_4	229
uvig_142442_5	230
uvig_142442_8	265
uvig_142442_9	212
uvig_142442_12	272
uvig_142442_13	224
uvig_142442_16	97
uvig_142442_18	122
uvig_142442_19	233
uvig_142442_20	113
uvig_142442_21	93
uvig_142442_22	106
uvig_142442_23	296
uvig_142442_24	127
uvig_142442_27	165
uvig_142442_28	97
uvig_142442_29	128
uvig_142442_30	192
uvig_142442_31	267
uvig_142442_32	73
uvig_142442_33	156
uvig_142442_34	155
uvig_142442_35	139
uvig_142442_36	220
uvig_142442_37	64
uvig_142442_38	109
uvig_142442_39	87
uvig_142442_40	114
uvig_142442_41	53
uvig_142442_42	95
uvig_142442_43	154
uvig_142442_44	140
uvig_142442_47	113
uvig_142442_48	130
uvig_142442_49	215
uvig_142442_51	63
uvig_142442_52	43
uvig_142442_53	197
uvig_142442_54	290
uvig_142442_55	144
uvig_142442_56	149
uvig_142442_57	139
uvig_142442_58	148
uvig_142442_59	173
uvig_142442_60	146
uvig_142442_61	182
uvig_142442_62	219
uvig_142442_64	124
uvig_142442_65	81
uvig_146874_1	30
uvig_146874_2	197
uvig_146874_3	192
uvig_146874_4	49
uvig_146874_5	201
uvig_146874_6	270
uvig_146874_7	141
uvig_146874_8	114
uvig_146874_9	128
uvig_146874_10	198
uvig_146874_11	49
uvig_146874_12	260
uvig_146874_14	227
uvig_146874_15	74
uvig_146874_16	192
uvig_146874_17	79
uvig_146874_18	121
uvig_146874_19	232
uvig_149330_2	272
uvig_149330_3	125
uvig_149330_4	99
uvig_149330_5	227
uvig_149330_7	76
uvig_149330_8	300
uvig_149330_10	162
uvig_149330_11	200
uvig_149330_12	184
uvig_149330_14	79
uvig_149330_15	82
uvig_149330_16	19
uvig_154730_1	147
uvig_154730_2	46
uvig_154730_3	65
uvig_154730_4	170
uvig_154730_5	101
uvig_154730_7	78
uvig_154730_8	225
uvig_154730_9	132
uvig_154730_10	289
uvig_154730_12	68
uvig_154730_13	66
uvig_154730_14	63
uvig_154730_15	139
uvig_154730_16	73
uvig_154730_17	70
uvig_154730_18	70
uvig_154730_19	83
uvig_154730_20	89
uvig_154730_21	76
uvig_154730_23	106
uvig_154730_24	89
uvig_157795_1	247
uvig_157795_2	118
uvig_157795_3	81
uvig_157795_4	51
uvig_157795_5	78
uvig_157795_6	92
uvig_157795_7	100
uvig_157795_8	125
uvig_157795_9	99
uvig_157795_10	86
uvig_157795_11	147
uvig_157795_12	216
uvig_157795_13	71
uvig_157795_14	38
uvig_157795_15	157
uvig_157795_16	210
uvig_157795_17	82
uvig_157795_20	141
uvig_157795_22	148
uvig_157795_24	244
uvig_160196_1	70
uvig_160196_2	90
uvig_160196_4	171
uvig_160196_5	181
uvig_160196_7	128
uvig_160196_8	210
uvig_160196_12	225
uvig_160196_13	52
uvig_160196_16	136
uvig_160196_20	225
uvig_160196_21	115
uvig_160196_22	272
uvig_160196_23	224
uvig_160196_25	277
uvig_160196_27	79
uvig_160196_28	193
uvig_160196_29	163
uvig_160196_30	73
uvig_160196_31	227
uvig_160196_33	260
uvig_160196_34	49
uvig_160196_35	198
uvig_160196_36	128
uvig_160196_37	114
uvig_160196_38	141
uvig_160196_39	270
uvig_160196_40	201
uvig_160196_43	85
uvig_160196_44	138
uvig_160196_45	117
uvig_851_1	271
uvig_851_3	68
uvig_851_4	111
uvig_851_5	206
uvig_851_6	256
uvig_851_7	126
uvig_851_8	86
uvig_851_10	290
uvig_851_11	203
uvig_851_12	137
uvig_851_13	104
uvig_851_14	211
uvig_851_15	80
uvig_851_16	67
uvig_851_17	138
uvig_851_18	68
uvig_851_19	87
uvig_851_20	139
uvig_851_21	173
uvig_851_24	137
uvig_851_26	143
uvig_851_28	267
uvig_851_29	152
uvig_851_30	158
uvig_851_31	188
uvig_851_32	159
uvig_851_34	147
uvig_851_36	83
uvig_851_37	79
uvig_851_38	200
uvig_851_39	89
uvig_851_41	84
uvig_851_42	41
uvig_851_44	63
uvig_851_45	111
uvig_851_46	32
uvig_861_1	160
uvig_861_3	117
uvig_861_4	58
uvig_861_9	257
uvig_861_10	171
uvig_861_11	159
uvig_861_13	94
uvig_1270_2	134
uvig_1270_3	94
uvig_1270_4	154
uvig_1270_6	285
uvig_1270_7	225
uvig_1270_9	83
uvig_1270_10	289
uvig_1270_11	277
uvig_1270_13	140
uvig_1270_14	34
uvig_165405_1	85
uvig_165405_2	77
uvig_165405_3	132
uvig_165405_5	217
uvig_165405_6	149
uvig_165405_7	264
uvig_165405_8	99
uvig_165405_9	60
uvig_165405_10	92
uvig_165405_11	88
uvig_165405_13	231
uvig_165405_14	149
uvig_165405_15	264
uvig_165405_16	65
uvig_165405_17	91
uvig_165405_18	83
uvig_165405_20	76
uvig_165405_21	150
uvig_165405_22	264
uvig_165405_23	99
uvig_166606_1	211
uvig_166606_2	117
uvig_166606_3	138
uvig_166606_4	85
uvig_166606_7	201
uvig_166606_8	270
uvig_166606_9	141
uvig_166606_10	114
uvig_166606_11	128
uvig_166606_12	198
uvig_166606_13	49
uvig_166606_14	260
uvig_166606_16	227
uvig_166606_17	73
uvig_166606_18	163
uvig_166606_19	193
uvig_166606_20	79
uvig_166606_22	277
uvig_166606_24	224
uvig_166606_25	272
uvig_166606_26	115
uvig_166606_27	225
uvig_166606_30	135
uvig_166606_32	134
uvig_166606_35	52
uvig_166606_36	225
uvig_166606_40	210
uvig_166606_41	128
uvig_166606_43	181
uvig_166606_44	171
uvig_168075_1	61
uvig_168075_2	130
uvig_168075_6	92
uvig_168075_7	158
uvig_168075_9	67
uvig_168075_10	130
uvig_168075_12	252
uvig_168075_16	140
uvig_168075_18	79
uvig_168075_19	287
uvig_168075_20	48
uvig_168075_21	67
uvig_168075_23	56
uvig_168075_24	71
uvig_168075_25	158
uvig_168075_26	57
uvig_168075_27	71
uvig_168075_28	213
uvig_168075_30	72
uvig_168533_1	42
uvig_168533_2	88
uvig_168533_3	97
uvig_168533_4	99
uvig_168533_5	117
uvig_168533_6	83
uvig_168533_7	213
uvig_168533_8	180
uvig_168533_9	103
uvig_168533_10	152
uvig_168533_11	282
uvig_168533_13	43
uvig_168533_14	139
uvig_168533_15	68
uvig_168533_16	115
uvig_168533_17	87
uvig_168533_21	39
uvig_168533_22	160
uvig_168533_23	292
uvig_168533_24	53
uvig_168533_25	124
uvig_168533_26	110
uvig_168533_27	106
uvig_168533_28	110
uvig_168533_29	208
uvig_168533_30	92
uvig_168533_31	100
uvig_170240_1	137
uvig_170240_2	125
uvig_170240_3	230
uvig_170240_5	90
uvig_170240_6	110
uvig_170240_7	65
uvig_170240_8	72
uvig_170240_9	75
uvig_170240_12	123
uvig_170240_13	232
uvig_170240_14	273
uvig_174204_1	269
uvig_174204_2	101
uvig_174204_3	170
uvig_174204_4	37
uvig_174204_5	147
uvig_174204_6	216
uvig_174204_7	71
uvig_174204_8	89
uvig_174204_9	148
uvig_174204_10	210
uvig_174204_11	77
uvig_174204_14	141
uvig_174204_16	295
uvig_176146_2	203
uvig_176146_4	59
uvig_176146_5	187
uvig_176146_7	60
uvig_176146_8	125
uvig_176146_9	109
uvig_176146_10	78
uvig_176146_11	66
uvig_176146_12	91
uvig_176146_13	134
uvig_176146_14	171
uvig_176146_16	283
uvig_176146_17	91
uvig_176448_2	124
uvig_176448_3	191
uvig_176448_4	113
uvig_176448_5	132
uvig_176448_6	113
uvig_176448_7	93
uvig_176448_8	89
uvig_176448_10	237
uvig_176448_13	122
uvig_176448_14	105
uvig_176448_15	177
uvig_176448_16	126
uvig_176448_17	297
uvig_176448_18	59
uvig_176448_19	145
uvig_176448_21	68
uvig_176448_22	162
uvig_176448_24	115
uvig_176448_25	171
uvig_176448_26	173
uvig_176448_27	185
uvig_177481_1	171
uvig_177481_2	85
uvig_177481_4	201
uvig_177481_5	270
uvig_177481_6	141
uvig_177481_7	114
uvig_177481_8	128
uvig_177481_9	198
uvig_177481_10	49
uvig_177481_11	260
uvig_177481_13	227
uvig_177481_14	74
uvig_177481_15	77
uvig_177481_16	79
uvig_177481_18	277
uvig_177481_20	224
uvig_177481_21	272
uvig_177481_22	115
uvig_177481_23	64
uvig_183077_1	130
uvig_183077_2	236
uvig_183077_3	121
uvig_183077_5	69
uvig_183077_6	210
uvig_183077_7	195
uvig_183077_9	95
uvig_183077_10	122
uvig_183077_11	104
uvig_183077_12	165
uvig_183077_13	66
uvig_183077_16	275
uvig_183077_17	70
uvig_183077_18	73
uvig_183077_19	139
uvig_183077_20	63
uvig_183077_21	66
uvig_183077_22	68
uvig_183077_24	289
uvig_183077_25	132
uvig_183077_26	225
uvig_183077_27	78
uvig_183077_29	101
uvig_183077_30	170
uvig_183077_31	65
uvig_183077_32	46
uvig_183077_33	147
uvig_183077_34	39
uvig_184507_2	70
uvig_184507_3	73
uvig_184507_4	139
uvig_184507_5	63
uvig_184507_6	66
uvig_184507_7	68
uvig_184507_9	289
uvig_184507_10	132
uvig_184507_11	225
uvig_184507_12	78
uvig_184507_14	101
uvig_184507_15	170
uvig_184507_16	65
uvig_184507_17	46
uvig_184507_18	147
uvig_184507_19	191
uvig_186352_1	298
uvig_186352_3	273
uvig_186352_4	140
uvig_186352_5	104
uvig_186352_6	83
uvig_186352_7	242
uvig_186352_9	273
uvig_186352_10	52
uvig_186352_11	152
uvig_186352_12	175
uvig_186352_13	242
uvig_186796_1	135
uvig_186796_2	46
uvig_186796_3	68
uvig_186796_9	103
uvig_186796_10	82
uvig_186796_11	84
uvig_186796_12	196
uvig_186796_14	60
uvig_186796_16	237
uvig_186796_17	105
uvig_186796_18	134
uvig_186796_19	95
uvig_186796_20	85
uvig_186796_21	122
uvig_186796_22	139
uvig_186796_23	215
uvig_186796_24	94
uvig_194675_1	117
uvig_194675_2	138
uvig_194675_3	85
uvig_194675_6	201
uvig_194675_7	270
uvig_194675_8	141
uvig_194675_9	114
uvig_194675_10	128
uvig_194675_11	198
uvig_194675_12	49
uvig_194675_13	260
uvig_194675_15	227
uvig_194675_16	74
uvig_194675_17	193
uvig_194675_18	79
uvig_194675_20	277
uvig_194675_22	224
uvig_194675_23	272
uvig_194675_24	115
uvig_194675_25	225
uvig_194675_28	135
uvig_194675_30	135
uvig_194675_33	52
uvig_194675_34	225
uvig_194675_38	210
uvig_194675_39	128
uvig_194675_41	181
uvig_194675_42	171
uvig_194675_45	90
uvig_194675_46	91
uvig_194720_1	66
uvig_194720_2	106
uvig_194720_3	67
uvig_194720_4	118
uvig_194720_7	286
uvig_194720_8	174
uvig_194720_9	70
uvig_194720_10	259
uvig_194720_11	126
uvig_194720_13	90
uvig_194720_14	125
uvig_194720_15	63
uvig_194720_16	131
uvig_194720_17	144
uvig_194720_18	205
uvig_194720_19	163
uvig_194720_20	155
uvig_194720_21	175
uvig_194720_24	252
uvig_194720_26	95
uvig_194720_27	107
uvig_194720_28	143
uvig_194720_29	118
uvig_194720_30	203
uvig_194720_31	116
uvig_194720_32	171
uvig_194720_35	250
uvig_194720_38	268
uvig_194720_41	88
uvig_194720_42	73
uvig_194720_43	75
uvig_194720_44	143
uvig_194720_46	178
uvig_194720_47	52
uvig_194720_48	107
uvig_194720_49	85
uvig_194720_50	43
uvig_194720_51	92
uvig_194720_52	54
uvig_195887_2	58
uvig_195887_3	67
uvig_195887_4	274
uvig_195887_6	254
uvig_195887_8	232
uvig_195887_9	74
uvig_195887_10	33
uvig_196581_3	73
uvig_196581_4	90
uvig_196581_5	31
uvig_196581_7	193
uvig_196581_8	138
uvig_196581_10	270
uvig_196581_11	86
uvig_196581_12	283
uvig_196581_13	85
uvig_196581_14	157
uvig_196581_15	279
uvig_196581_16	79
uvig_196581_18	211
uvig_196581_19	106
uvig_196581_20	89
uvig_196581_21	56
uvig_196581_22	216
uvig_196581_23	159
uvig_196581_24	187
uvig_196581_25	89
uvig_196581_26	280
uvig_196581_28	67
uvig_196581_29	249
uvig_196581_30	126
uvig_196581_31	69
uvig_197346_2	45
uvig_197346_4	200
uvig_197346_5	70
uvig_197346_6	154
uvig_197346_7	70
uvig_197346_8	64
uvig_197346_9	66
uvig_197346_10	73
uvig_197346_12	289
uvig_197346_13	132
uvig_197346_14	225
uvig_197346_15	78
uvig_197346_17	101
uvig_197346_18	170
uvig_197346_19	65
uvig_197346_20	46
uvig_197346_21	147
uvig_197346_22	216
uvig_197346_23	60
uvig_197346_24	96
uvig_197346_25	148
uvig_197346_26	210
uvig_197346_27	99
uvig_198367_1	60
uvig_198367_2	68
uvig_198367_3	76
uvig_198367_4	67
uvig_198367_5	124
uvig_198367_6	81
uvig_198367_7	150
uvig_198367_8	251
uvig_198367_11	108
uvig_198367_14	297
uvig_198367_15	251
uvig_199299_1	23
uvig_199299_5	89
uvig_199299_6	140
uvig_199299_7	68
uvig_199299_8	136
uvig_199299_9	125
uvig_199299_10	120
uvig_199299_12	290
uvig_199299_13	75
uvig_199299_14	206
uvig_199299_15	98
uvig_199299_16	71
uvig_199299_17	77
uvig_199299_18	163
uvig_199299_19	63
uvig_199299_20	221
uvig_199299_21	73
uvig_199299_22	100
uvig_199299_23	181
uvig_199299_24	146
uvig_199299_25	279
uvig_199299_26	212
uvig_199299_27	80
uvig_199299_28	161
uvig_199299_30	77
uvig_199299_32	167
uvig_201109_2	34
uvig_201109_3	224
uvig_201109_7	189
uvig_201109_8	203
uvig_201109_9	75
uvig_201109_10	63
uvig_201109_11	207
uvig_201109_12	111
uvig_201109_13	73
uvig_201109_14	138
uvig_201109_15	148
uvig_201109_17	65
uvig_201109_18	112
uvig_201109_19	133
uvig_201109_20	71
uvig_201109_21	132
uvig_201109_22	180
uvig_201109_23	271
uvig_201109_24	137
uvig_201109_25	113
uvig_201109_26	69
uvig_201109_27	122
uvig_201109_30	200
uvig_201109_32	102
uvig_201109_33	103
uvig_201109_34	177
uvig_201109_35	132
uvig_201109_36	193
uvig_201109_37	121
uvig_201109_39	242
uvig_201109_41	123
uvig_201109_42	226
uvig_201109_43	65
uvig_201109_44	62
uvig_201109_46	137
uvig_201109_48	56
uvig_201109_49	52
uvig_201109_50	148
uvig_201109_51	59
uvig_201109_52	272
uvig_201109_53	155
uvig_201109_55	208
uvig_201109_56	299
uvig_201109_58	208
uvig_201109_59	101
uvig_201109_60	263
uvig_201109_61	232
uvig_201109_63	161
uvig_201109_64	265
uvig_202392_1	277
uvig_202392_2	97
uvig_202392_3	88
uvig_202392_5	88
uvig_202392_6	57
uvig_202392_7	68
uvig_202392_8	59
uvig_202392_10	173
uvig_202392_12	85
uvig_202392_13	162
uvig_202392_14	127
uvig_202392_15	161
uvig_202392_16	150
uvig_202392_17	51
uvig_202392_18	46
uvig_202570_1	198
uvig_202570_3	104
uvig_202570_6	102
uvig_202570_7	68
uvig_202570_8	146
uvig_202570_11	109
uvig_202570_14	253
uvig_202570_15	140
uvig_202570_16	83
uvig_202570_17	80
uvig_202570_18	60
uvig_202570_19	59
uvig_202570_20	65
uvig_202570_21	141
uvig_202570_22	93
uvig_202570_23	69
uvig_202570_24	80
uvig_202790_1	228
uvig_202790_4	144
uvig_202790_5	93
uvig_202790_6	78
uvig_202790_7	58
uvig_202790_9	256
uvig_202790_10	134
uvig_202790_12	152
uvig_202790_13	159
uvig_202790_14	110
uvig_202790_15	109
uvig_202790_16	120
uvig_202790_17	70
uvig_202790_18	63
uvig_202790_19	49
uvig_202790_20	61
uvig_202790_21	113
uvig_202790_22	47
uvig_202790_23	82
uvig_202790_25	63
uvig_202790_26	87
uvig_202790_27	108
uvig_202790_28	104
uvig_202790_29	85
uvig_202790_30	138
uvig_202790_31	95
uvig_204467_2	137
uvig_204467_3	90
uvig_204467_4	184
uvig_204467_5	42
uvig_204467_6	131
uvig_204467_7	48
uvig_204467_8	75
uvig_204467_9	177
uvig_204467_10	43
uvig_204467_11	112
uvig_204467_12	104
uvig_204467_13	64
uvig_204467_14	104
uvig_204467_15	59
uvig_204467_16	131
uvig_204467_17	94
uvig_204467_18	267
uvig_204467_19	160
uvig_204467_20	118
uvig_204467_21	208
uvig_204467_22	225
uvig_204467_23	115
uvig_204467_24	124
uvig_204467_25	70
uvig_204467_26	142
uvig_204467_27	126
uvig_204467_28	285
uvig_204467_29	68
uvig_204467_30	264
uvig_204467_31	90
uvig_204467_32	188
uvig_204467_34	180
uvig_204467_35	43
uvig_204467_37	106
uvig_204467_38	66
uvig_204467_39	57
uvig_204467_41	139
uvig_205716_2	224
uvig_205716_4	229
uvig_205716_5	60
uvig_205716_6	137
uvig_205716_7	183
uvig_205716_8	207
uvig_205716_9	51
uvig_205716_11	114
uvig_205716_12	162
uvig_205716_13	296
uvig_205716_14	152
uvig_205716_15	91
uvig_205716_16	134
uvig_205716_17	85
uvig_205716_18	64
uvig_205716_19	120
uvig_205716_20	182
uvig_205716_21	65
uvig_205716_22	126
uvig_205716_23	75
uvig_205716_24	145
uvig_205716_28	56
uvig_205716_29	104
uvig_205716_33	117
uvig_205716_35	126
uvig_205716_36	107
uvig_205716_37	169
uvig_205716_39	129
uvig_205716_40	127
uvig_205716_41	97
uvig_205716_42	183
uvig_205716_43	187
uvig_205716_45	126
uvig_205716_46	117
uvig_205716_47	118
uvig_205716_48	80
uvig_205716_49	180
uvig_205716_50	276
uvig_205716_52	297
uvig_205716_53	178
uvig_205716_54	109
uvig_205716_55	130
uvig_205716_56	130
uvig_205716_58	257
uvig_205716_59	65
uvig_205716_60	261
uvig_205716_61	135
uvig_205716_62	117
uvig_205844_1	159
uvig_205844_2	243
uvig_205844_3	228
uvig_205844_4	101
uvig_205844_5	274
uvig_205844_6	87
uvig_205844_7	109
uvig_205844_8	170
uvig_205844_9	139
uvig_205844_10	87
uvig_205844_11	242
uvig_205844_12	80
uvig_205844_13	160
uvig_205844_14	80
uvig_207292_1	169
uvig_207292_2	154
uvig_207292_5	157
uvig_207292_6	156
uvig_207292_7	116
uvig_207292_8	191
uvig_207292_9	162
uvig_207292_11	154
uvig_207292_13	95
uvig_207292_14	234
uvig_207292_15	62
uvig_207325_1	55
uvig_207325_2	67
uvig_207325_3	56
uvig_207325_4	54
uvig_207325_5	137
uvig_207325_6	131
uvig_207325_7	105
uvig_207325_8	38
uvig_207325_10	215
uvig_207325_11	42
uvig_207325_13	236
uvig_210196_1	62
uvig_210196_2	109
uvig_210196_5	133
uvig_210196_6	290
uvig_210196_7	109
uvig_210196_8	116
uvig_210196_9	111
uvig_210196_10	140
uvig_210196_11	126
uvig_210196_13	249
uvig_210196_14	144
uvig_210196_15	80
uvig_210757_3	230
uvig_210757_4	61
uvig_210757_5	66
uvig_210757_6	97
uvig_210757_7	265
uvig_210757_8	299
uvig_210757_9	96
uvig_210757_10	141
uvig_210757_11	61
uvig_210757_12	35
uvig_210757_13	61
uvig_210757_14	58
uvig_210757_15	299
uvig_210757_16	79
uvig_210757_18	253
uvig_210757_19	80
uvig_210757_20	46
uvig_210757_21	65
uvig_210757_22	220
uvig_213354_2	98
uvig_213354_3	127
uvig_213354_4	56
uvig_213354_5	127
uvig_213354_6	64
uvig_213354_7	65
uvig_213354_8	30
uvig_213354_9	106
uvig_213354_10	66
uvig_213354_11	197
uvig_213354_12	186
uvig_213354_13	93
uvig_213354_14	126
uvig_213354_15	225
uvig_213354_16	231
uvig_213354_18	97
uvig_213354_19	128
uvig_213354_20	183
uvig_213354_21	267
uvig_213354_22	73
uvig_213354_23	156
uvig_213354_24	78
uvig_213354_25	108
uvig_213354_26	163
uvig_213354_27	181
uvig_213354_28	149
uvig_213354_29	103
uvig_213354_30	92
uvig_213354_31	51
uvig_213354_32	95
uvig_213354_33	154
uvig_213354_34	82
uvig_213354_35	77
uvig_213354_36	79
uvig_213354_37	145
uvig_213354_40	108
uvig_216666_1	129
uvig_216666_2	67
uvig_216666_4	67
uvig_216666_5	114
uvig_216666_6	125
uvig_216666_7	53
uvig_216666_9	152
uvig_216666_10	236
uvig_216666_12	66
uvig_216666_13	244
uvig_216666_14	48
uvig_216666_15	60
uvig_216666_16	68
uvig_216666_17	117
uvig_216666_18	109
uvig_216666_19	65
uvig_216666_20	144
uvig_216666_21	125
uvig_216666_23	50
uvig_216666_24	254
uvig_216666_25	109
uvig_216666_26	57
uvig_216666_27	244
uvig_216666_28	281
uvig_216666_29	206
uvig_216666_31	217
uvig_216666_33	75
uvig_216666_34	130
uvig_216666_35	85
uvig_216666_36	196
uvig_216666_37	116
uvig_216666_38	123
uvig_216666_39	76
uvig_216666_40	170
uvig_216666_41	229
uvig_216666_42	108
uvig_216666_43	83
uvig_216666_44	91
uvig_216666_46	56
uvig_216666_47	181
uvig_216666_48	240
uvig_216666_50	137
uvig_216666_52	211
uvig_216666_53	257
uvig_216666_54	129
uvig_216666_56	53
uvig_216666_57	114
uvig_216666_58	125
uvig_216666_59	60
uvig_216666_60	167
uvig_216666_61	80
uvig_216666_62	269
uvig_216666_63	146
uvig_216666_64	206
uvig_216666_65	128
uvig_216666_66	104
uvig_216666_70	108
uvig_216666_71	46
uvig_216666_72	80
uvig_216666_73	170
uvig_216666_74	135
uvig_216666_75	171
uvig_216666_76	141
uvig_216666_77	98
uvig_216666_78	175
uvig_216666_79	125
uvig_216666_80	116
uvig_216666_82	122
uvig_216666_84	66
uvig_216666_85	197
uvig_216666_86	154
uvig_216666_87	174
uvig_216666_89	88
uvig_216666_90	224
uvig_216666_91	73
uvig_216666_93	90
uvig_216666_94	134
uvig_216666_95	58
uvig_216666_96	224
uvig_216666_97	238
uvig_216666_98	65
uvig_216666_100	168
uvig_216666_102	117
uvig_216666_103	136
uvig_216666_104	49
uvig_216666_105	255
uvig_216666_106	83
uvig_216666_107	236
uvig_216666_108	197
uvig_216666_109	71
uvig_216666_110	73
uvig_216666_111	68
uvig_216666_112	62
uvig_216666_113	87
uvig_216666_114	208
uvig_216666_116	212
uvig_216666_117	213
uvig_217100_2	90
uvig_217100_3	96
uvig_217100_4	260
uvig_217100_6	284
uvig_217100_7	179
uvig_217100_8	81
uvig_217100_10	118
uvig_217100_11	74
uvig_217100_12	62
uvig_217100_13	90
uvig_217100_14	62
uvig_219547_1	84
uvig_219547_2	59
uvig_219547_3	106
uvig_219547_4	56
uvig_219547_5	71
uvig_219547_6	75
uvig_219547_9	258
uvig_219547_10	127
uvig_219547_11	96
uvig_219547_12	38
uvig_219547_13	73
uvig_219547_14	59
uvig_219547_15	66
uvig_219547_16	65
uvig_219547_17	195
uvig_219547_18	129
uvig_219547_21	190
uvig_219547_23	205
uvig_219547_24	103
uvig_219929_1	275
uvig_219929_2	88
uvig_219929_3	185
uvig_219929_4	173
uvig_219929_5	185
uvig_219929_6	115
uvig_219929_7	81
uvig_219929_9	162
uvig_219929_10	68
uvig_219929_12	145
uvig_219929_13	59
uvig_219929_14	297
uvig_219929_15	126
uvig_219929_16	177
uvig_219929_17	105
uvig_219929_18	122
uvig_219929_21	239
uvig_219929_23	89
uvig_219929_24	93
uvig_219929_25	113
uvig_219929_26	132
uvig_219929_27	121
uvig_219929_28	191
uvig_219929_29	124
uvig_219929_31	261
uvig_219929_35	160
uvig_219929_37	136
uvig_219929_38	30
uvig_219929_39	55
uvig_219929_40	280
uvig_219929_41	265
uvig_219929_42	98
uvig_219929_43	91
uvig_219929_44	76
uvig_4984_1	101
uvig_4984_3	83
uvig_4984_4	77
uvig_4984_5	76
uvig_4984_6	87
uvig_4984_7	186
uvig_4984_8	195
uvig_4984_9	82
uvig_4984_10	241
uvig_4984_11	39
uvig_4984_12	199
uvig_4984_14	142
uvig_4984_15	105
uvig_4984_16	92
uvig_4984_17	156
uvig_223148_2	122
uvig_223148_3	48
uvig_223148_4	235
uvig_223148_6	124
uvig_223148_7	205
uvig_223148_8	166
uvig_223148_9	106
uvig_223148_10	129
uvig_223148_11	105
uvig_223148_13	259
uvig_223148_16	121
uvig_223148_17	117
uvig_223148_18	60
uvig_223148_19	56
uvig_223148_20	131
uvig_223148_21	135
uvig_223148_22	81
uvig_223148_23	126
uvig_223148_24	74
uvig_223148_25	86
uvig_223148_26	155
uvig_223148_27	106
uvig_223148_28	237
uvig_223148_29	119
uvig_223148_30	132
uvig_223148_31	256
uvig_223148_32	164
uvig_223148_33	65
uvig_223148_34	56
uvig_223148_35	102
uvig_223148_36	33
uvig_223148_37	47
uvig_223148_38	68
uvig_223148_39	60
uvig_223148_40	96
uvig_223148_41	75
uvig_223148_42	118
uvig_223148_43	71
uvig_223148_44	70
uvig_223148_45	117
uvig_223148_46	138
uvig_223148_49	46
uvig_223148_50	96
uvig_223148_51	104
uvig_223148_53	33
uvig_223148_54	84
uvig_223148_57	114
uvig_225910_1	96
uvig_225910_2	130
uvig_225910_3	93
uvig_225910_4	111
uvig_225910_6	235
uvig_225910_7	182
uvig_225910_8	128
uvig_225910_9	231
uvig_225910_10	177
uvig_225910_13	67
uvig_225910_15	37
uvig_227995_1	162
uvig_227995_2	116
uvig_227995_6	227
uvig_227995_7	128
uvig_227995_9	116
uvig_227995_10	215
uvig_228107_2	237
uvig_228107_3	191
uvig_228107_4	300
uvig_228107_5	167
uvig_228107_6	175
uvig_228107_7	81
uvig_228107_8	102
uvig_228107_9	81
uvig_228107_10	77
uvig_228107_11	85
uvig_228107_13	138
uvig_228107_14	73
uvig_228107_15	71
uvig_229040_1	80
uvig_229040_2	69
uvig_229040_3	93
uvig_229040_4	140
uvig_229040_5	65
uvig_229040_6	59
uvig_229040_7	135
uvig_229040_8	80
uvig_229040_9	83
uvig_229040_10	140
uvig_229040_11	253
uvig_229040_14	109
uvig_229040_17	146
uvig_229040_18	68
uvig_229040_19	102
uvig_229040_22	104
uvig_229040_24	198
uvig_229270_1	256
uvig_229270_2	297
uvig_229270_3	297
uvig_229270_5	297
uvig_229270_7	100
uvig_229270_9	67
uvig_229270_10	175
uvig_229270_11	35
uvig_229980_1	38
uvig_229980_2	168
uvig_229980_4	225
uvig_229980_5	122
uvig_229980_6	186
uvig_229980_8	42
uvig_229980_9	128
uvig_229980_13	56
uvig_229980_16	67
uvig_229980_17	132
uvig_229980_18	176
uvig_229980_19	218
uvig_229980_20	107
uvig_229980_21	136
uvig_229980_22	102
uvig_229980_23	131
uvig_229980_24	111
uvig_229980_25	197
uvig_229980_26	168
uvig_229980_27	148
uvig_229980_28	157
uvig_229980_29	300
uvig_229980_30	234
uvig_229980_31	167
uvig_229980_32	97
uvig_229980_33	59
uvig_229980_34	172
uvig_229980_35	139
uvig_229980_36	101
uvig_229980_37	116
uvig_229980_38	223
uvig_229980_39	290
uvig_229980_41	196
uvig_229980_42	222
uvig_229980_43	196
uvig_229980_44	299
uvig_229980_45	261
uvig_229980_46	270
uvig_229980_47	71
uvig_229980_48	178
uvig_229980_50	69
uvig_229980_51	72
uvig_229980_52	115
uvig_229980_54	78
uvig_229980_55	194
uvig_229980_56	104
uvig_229980_57	50
uvig_229980_58	241
uvig_229980_59	95
uvig_229980_60	50
uvig_229980_62	159
uvig_229980_63	165
uvig_229980_65	212
uvig_229980_66	215
uvig_229980_67	81
uvig_229980_68	106
uvig_229980_69	159
uvig_229980_70	91
uvig_229980_71	152
uvig_229980_72	296
uvig_229980_74	175
uvig_229980_75	79
uvig_229980_76	70
uvig_229980_77	85
uvig_229980_78	130
uvig_229980_79	89
uvig_229980_80	190
uvig_229980_81	30
uvig_229980_82	263
uvig_229980_84	210
uvig_229980_85	147
